6387552,1150641,1095
6387552,1154332,1752
6477979,1059539,1658
6477979,1242872,754
6495970,1041262,1513
6495970,1080804,1399
6575163,1120513,1456
6575163,1123061,532
6575163,1125131,1006
6612488,1082492,1364
6664331,1134202,1739
6664331,1136701,694
6664331,1138562,1542
6721723,1191572,1779
6721723,1195944,1887
6820599,1290645,1549
6820599,1292873,683
6853424,1257311,1335
6853424,1327253,1659
6934490,1338134,1347
6934490,1339958,581
6934490,1342602,1469
7017050,1420749,1505
7084975,1488749,1150
7084975,1491055,786
7084975,1491640,1566
7101157,1472051,1249
7101157,1507952,971
7176205,1546970,1413
7176205,1548659,545
7195308,1565855,1376
7195308,1570219,1171
7210006,1550256,1409
7210006,1582486,991
7210006,1585063,878
7263520,1495644,2926
